"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"C1orf162.5",4.60852491934492e-31,1.14138459885971,0.83,0.355,6.32013107438962e-27,"FCGR3A+ Mono","C1orf162"
"HLA-DRB5.5",5.27153334858923e-31,0.839830212260381,0.824,0.318,7.22938083425526e-27,"FCGR3A+ Mono","HLA-DRB5"
"OSCAR.1",1.22903589593529e-30,1.07144642747288,0.258,0.041,1.68549982768565e-26,"FCGR3A+ Mono","OSCAR"
"BLOC1S1.2",1.53007664150146e-30,1.00929794567254,0.742,0.284,2.0983471061551e-26,"FCGR3A+ Mono","BLOC1S1"
"MPP1.1",1.62396475613664e-30,0.811671912692384,0.289,0.051,2.22710526656578e-26,"FCGR3A+ Mono","MPP1"
"IFNGR2.4",2.06851992614902e-30,0.770698922936786,0.497,0.134,2.83676822672077e-26,"FCGR3A+ Mono","IFNGR2"
"LGALS9.4",2.2016275011575e-30,1.02244183048798,0.522,0.152,3.01931195508739e-26,"FCGR3A+ Mono","LGALS9"
"SMCO4.5",3.43260199689742e-30,0.732658235299712,0.384,0.087,4.70747037854512e-26,"FCGR3A+ Mono","SMCO4"
"EMP3.3",5.2637617500556e-30,0.907499915259821,0.987,0.715,7.21872286402625e-26,"FCGR3A+ Mono","EMP3"
"RNF135.1",1.04725710325011e-29,0.507273735522775,0.252,0.039,1.4362083913972e-25,"FCGR3A+ Mono","RNF135"
"RBX1.3",1.08350762602924e-29,0.836312963983256,0.723,0.264,1.4859223583365e-25,"FCGR3A+ Mono","RBX1"
"RNASET2.3",1.94591194243376e-29,0.972255776712208,0.874,0.47,2.66862363785365e-25,"FCGR3A+ Mono","RNASET2"
"FCGRT.5",1.95036080946708e-29,0.594183510878637,0.66,0.204,2.67472481410315e-25,"FCGR3A+ Mono","FCGRT"
"CTSB.5",3.13457641571438e-29,0.748724603119678,0.579,0.175,4.2987580965107e-25,"FCGR3A+ Mono","CTSB"
"TPI1.4",8.2045425974225e-29,0.939289980188111,0.899,0.48,1.12517097181052e-24,"FCGR3A+ Mono","TPI1"
"RNF13.1",2.20328664315133e-28,0.723407107301827,0.39,0.091,3.02158730241774e-24,"FCGR3A+ Mono","RNF13"
"CNIH4",2.347155065002e-28,1.29504147925516,0.321,0.066,3.21888845614375e-24,"FCGR3A+ Mono","CNIH4"
"ATP6V0B.5",2.43700621129669e-28,0.765258191912471,0.774,0.31,3.34211031817228e-24,"FCGR3A+ Mono","ATP6V0B"
"AP2S1.5",4.53665111726998e-28,1.14230123525825,0.792,0.324,6.22156334222405e-24,"FCGR3A+ Mono","AP2S1"
"PGLS.5",5.24319319329546e-28,0.932420503599834,0.686,0.272,7.19051514528539e-24,"FCGR3A+ Mono","PGLS"
"SCIMP.2",5.53589992890213e-28,0.797468438835806,0.314,0.066,7.59193316249638e-24,"FCGR3A+ Mono","SCIMP"
"CPVL.5",7.40472718098682e-28,0.625988435544958,0.403,0.096,1.01548428560053e-23,"FCGR3A+ Mono","CPVL"
"SYNGR2.5",7.82520917335498e-28,0.794297288674501,0.44,0.116,1.0731491860339e-23,"FCGR3A+ Mono","SYNGR2"
"NADK",8.84469301249268e-28,0.596937961468531,0.226,0.035,1.21296119973325e-23,"FCGR3A+ Mono","NADK"
"SNX18",2.34785967436066e-27,0.538434490078464,0.182,0.023,3.21985475741821e-23,"FCGR3A+ Mono","SNX18"
"TNNI2",2.53736427038144e-27,0.921738178983981,0.151,0.016,3.4797413604011e-23,"FCGR3A+ Mono","TNNI2"
"MT-CO1.3",2.83186744699493e-27,0.522292305226205,0.987,0.995,3.88362301680885e-23,"FCGR3A+ Mono","MT-CO1"
"MYD88.2",3.21618900977171e-27,0.710566245879393,0.428,0.112,4.41068160800092e-23,"FCGR3A+ Mono","MYD88"
"SH3BP1",5.3509812253571e-27,1.07657285051791,0.377,0.091,7.33833565245473e-23,"FCGR3A+ Mono","SH3BP1"
"NANS.3",5.59224320664484e-27,0.627563962510816,0.396,0.098,7.66920233359274e-23,"FCGR3A+ Mono","NANS"
"RNF149.1",7.35574110934022e-27,0.713745650172119,0.453,0.123,1.00876633573492e-22,"FCGR3A+ Mono","RNF149"
"AGPAT2.1",8.96176437411323e-27,0.726748786843464,0.302,0.062,1.22901636626589e-22,"FCGR3A+ Mono","AGPAT2"
"C20orf27.5",1.07376684331292e-26,0.708280139993169,0.415,0.111,1.47256384891934e-22,"FCGR3A+ Mono","C20orf27"
"RNH1.4",1.59500032384868e-26,1.02681479183536,0.704,0.28,2.18738344412608e-22,"FCGR3A+ Mono","RNH1"
"MTSS1",1.76380417067384e-26,0.760229600062808,0.321,0.07,2.4188810396621e-22,"FCGR3A+ Mono","MTSS1"
"HOTAIRM1.1",2.08537760560064e-26,0.669014532266859,0.264,0.05,2.85988684832072e-22,"FCGR3A+ Mono","HOTAIRM1"
"NUDT16.1",3.11194834799398e-26,0.62505816568043,0.302,0.063,4.26772596443895e-22,"FCGR3A+ Mono","NUDT16"
"ITGAL.4",3.15530107490279e-26,0.620959846048203,0.365,0.086,4.32717989412169e-22,"FCGR3A+ Mono","ITGAL"
"GNG5.3",7.84539925210502e-26,0.840865248902526,0.686,0.268,1.07591805343368e-21,"FCGR3A+ Mono","GNG5"
"GNS",9.81849400689303e-26,0.505469570272984,0.214,0.034,1.34650826810531e-21,"FCGR3A+ Mono","GNS"
"FAM46A.1",1.29702992390324e-25,0.63788238322257,0.27,0.053,1.77874683764091e-21,"FCGR3A+ Mono","FAM46A"
"RAC1.5",1.43532368364676e-25,0.705967932211935,0.862,0.409,1.96840289975316e-21,"FCGR3A+ Mono","RAC1"
"LILRB3.1",1.75113968066627e-25,0.691593396425767,0.208,0.033,2.40151295806572e-21,"FCGR3A+ Mono","LILRB3"
"RAB24.4",2.01543951505679e-25,0.676435019167631,0.34,0.079,2.76397375094888e-21,"FCGR3A+ Mono","RAB24"
"AP1S2.5",2.2978686508156e-25,0.625982136442232,0.723,0.27,3.15129706772851e-21,"FCGR3A+ Mono","AP1S2"
"IGSF6.5",2.33653123647233e-25,0.75321203819164,0.365,0.091,3.20431893769815e-21,"FCGR3A+ Mono","IGSF6"
"GRINA.5",2.40807591994166e-25,0.6654953404476,0.352,0.085,3.30243531660799e-21,"FCGR3A+ Mono","GRINA"
"BCL2A1",2.9423679873802e-25,0.607496329924465,0.201,0.031,4.03516345789321e-21,"FCGR3A+ Mono","BCL2A1"
"ZFAND5.3",3.51216619398501e-25,0.87876564738853,0.491,0.153,4.81658471843105e-21,"FCGR3A+ Mono","ZFAND5"
"RGS19.2",5.23373980346305e-25,0.822669688618666,0.648,0.244,7.17755076646922e-21,"FCGR3A+ Mono","RGS19"
"TGFBI.5",7.34232799264379e-25,0.664363959045278,0.358,0.09,1.00692686091117e-20,"FCGR3A+ Mono","TGFBI"
"PIK3AP1",2.82315027593739e-24,0.622987693456304,0.233,0.042,3.87166828842054e-20,"FCGR3A+ Mono","PIK3AP1"
"ITGB2.5",4.97596401048545e-24,0.820216687568767,0.862,0.443,6.82403704397975e-20,"FCGR3A+ Mono","ITGB2"
"LFNG.1",6.40988300854757e-24,0.533401525621019,0.208,0.034,8.79051355792214e-20,"FCGR3A+ Mono","LFNG"
"PCGF5",1.30663975351736e-23,0.615374023725736,0.39,0.104,1.79192575797371e-19,"FCGR3A+ Mono","PCGF5"
"CX3CR1",1.32392020608063e-23,0.640226585594972,0.289,0.063,1.81562417061898e-19,"FCGR3A+ Mono","CX3CR1"
"EPN1",2.92950369861787e-23,0.553443662718424,0.239,0.046,4.01752137228455e-19,"FCGR3A+ Mono","EPN1"
"NAP1L1.3",3.79272677799206e-23,0.785705380165122,0.868,0.555,5.20134550333832e-19,"FCGR3A+ Mono","NAP1L1"
"SH3BGRL.3",4.18913596737884e-23,1.08707411005429,0.799,0.417,5.74498106566334e-19,"FCGR3A+ Mono","SH3BGRL"
"RAB10.2",5.66815628491576e-23,0.644437678197695,0.44,0.131,7.77330952913347e-19,"FCGR3A+ Mono","RAB10"
"ATP6V0D1.4",7.85639110705332e-23,0.751509901706773,0.491,0.154,1.07742547642129e-18,"FCGR3A+ Mono","ATP6V0D1"
"UTRN",8.57108260409851e-23,0.886263962964842,0.308,0.072,1.17543826832607e-18,"FCGR3A+ Mono","UTRN"
"PTP4A2.1",9.53452453903533e-23,0.744113180276886,0.597,0.216,1.30756469528331e-18,"FCGR3A+ Mono","PTP4A2"
"AGTRAP.5",1.69837804360053e-22,0.651585758775916,0.447,0.133,2.32915564899377e-18,"FCGR3A+ Mono","AGTRAP"
"MAP2K3.1",2.12182721262503e-22,0.565976725585494,0.428,0.123,2.90987383939396e-18,"FCGR3A+ Mono","MAP2K3"
"CTSZ.4",4.71824816827937e-22,0.934821551316842,0.358,0.097,6.47060553797833e-18,"FCGR3A+ Mono","CTSZ"
"EIF4E2.3",4.75253811733347e-22,1.05806966319654,0.44,0.138,6.51763077411112e-18,"FCGR3A+ Mono","EIF4E2"
"PHF19",4.78757284838659e-22,0.611794383126651,0.195,0.033,6.56567740427737e-18,"FCGR3A+ Mono","PHF19"
"CAPNS1.4",7.56383562049684e-22,0.599120314696539,0.396,0.112,1.03730441699494e-17,"FCGR3A+ Mono","CAPNS1"
"H3F3A.4",9.49919199655538e-22,0.750468750509396,0.786,0.357,1.30271919040761e-17,"FCGR3A+ Mono","H3F3A"
"DPEP2",1.67543816916208e-21,0.620047777027285,0.296,0.071,2.29769590518888e-17,"FCGR3A+ Mono","DPEP2"
"RAB8A.1",2.52558109502226e-21,0.705359749290429,0.547,0.195,3.46358191371352e-17,"FCGR3A+ Mono","RAB8A"
"C11orf21",2.75843416866027e-21,0.595661238961064,0.258,0.056,3.7829166189007e-17,"FCGR3A+ Mono","C11orf21"
"MYO1G.2",2.82310468742338e-21,1.04855875126225,0.572,0.212,3.87160576833242e-17,"FCGR3A+ Mono","MYO1G"
"MNDA.5",2.8795195289314e-21,0.726706067500139,0.384,0.11,3.94897308197652e-17,"FCGR3A+ Mono","MNDA"
"CD300A.4",2.98399986097512e-21,0.615313033956621,0.384,0.109,4.09225740934128e-17,"FCGR3A+ Mono","CD300A"
"IMPDH1.2",5.65837763874883e-21,0.57443411264551,0.296,0.072,7.75989909378014e-17,"FCGR3A+ Mono","IMPDH1"
"G0S2.1",7.53278739141331e-21,1.02064730259133,0.252,0.057,1.03304646285842e-16,"FCGR3A+ Mono","G0S2"
"SULT1A1.1",1.18080051157281e-20,0.523840488931939,0.239,0.05,1.61934982157095e-16,"FCGR3A+ Mono","SULT1A1"
"ALOX5.3",1.35703372245889e-20,0.530651756287085,0.296,0.072,1.86103604698012e-16,"FCGR3A+ Mono","ALOX5"
"H2AFZ.1",1.67584006253104e-20,0.627213482261109,0.799,0.388,2.29824706175507e-16,"FCGR3A+ Mono","H2AFZ"
"TSPO.4",2.02381049675688e-20,0.63831493180296,0.881,0.449,2.77545371525239e-16,"FCGR3A+ Mono","TSPO"
"COX17.1",2.17300555446844e-20,0.68829372316839,0.509,0.172,2.98005981739801e-16,"FCGR3A+ Mono","COX17"
"MTMR11.1",2.91638234232234e-20,0.512293863107463,0.208,0.04,3.99952674426086e-16,"FCGR3A+ Mono","MTMR11"
"VSTM1.1",3.30150066898556e-20,0.503801630672281,0.233,0.049,4.52767801744679e-16,"FCGR3A+ Mono","VSTM1"
"ANXA4.2",3.325697510601e-20,0.698390549479209,0.321,0.087,4.56086156603821e-16,"FCGR3A+ Mono","ANXA4"
"GMFG.3",3.94390438804542e-20,0.605914584510556,0.925,0.682,5.40867047776549e-16,"FCGR3A+ Mono","GMFG"
"SH3BGRL3.3",4.26184162129307e-20,0.57641865443297,0.981,0.849,5.84468959944131e-16,"FCGR3A+ Mono","SH3BGRL3"
"SUPT4H1.4",4.31386562231448e-20,0.744167665858315,0.648,0.266,5.91603531444208e-16,"FCGR3A+ Mono","SUPT4H1"
"CD302.1",5.3315754873037e-20,0.592423198751404,0.239,0.053,7.3117226232883e-16,"FCGR3A+ Mono","CD302"
"MSN.3",6.57341534623965e-20,0.663265299562207,0.654,0.261,9.01478180583306e-16,"FCGR3A+ Mono","MSN"
"SELPLG.1",9.86187986325511e-20,0.630251888802968,0.478,0.16,1.35245820444681e-15,"FCGR3A+ Mono","SELPLG"
"NAGK.4",1.02317977004415e-19,0.563842081650498,0.371,0.108,1.40318873663855e-15,"FCGR3A+ Mono","NAGK"
"CAPZA2.1",1.22202743531076e-19,0.537687090327046,0.528,0.189,1.67588842478517e-15,"FCGR3A+ Mono","CAPZA2"
"TUBA1B.2",3.18744991512197e-19,0.945527713937392,0.761,0.407,4.37126881359827e-15,"FCGR3A+ Mono","TUBA1B"
"RALB",4.34371812232693e-19,0.512736732659662,0.289,0.073,5.95697503295915e-15,"FCGR3A+ Mono","RALB"
"NAPRT1.3",5.80355542314564e-19,0.547474885888911,0.365,0.109,7.95899590730193e-15,"FCGR3A+ Mono","NAPRT1"
"POLD4.4",6.12856491639664e-19,0.728055958981812,0.704,0.322,8.40471392634636e-15,"FCGR3A+ Mono","POLD4"
"NACA.3",6.66170017986189e-19,0.588476779973632,0.987,0.968,9.1358556266626e-15,"FCGR3A+ Mono","NACA"
"GSTO1.4",1.6289613517553e-18,0.647883936515887,0.629,0.268,2.23395759779722e-14,"FCGR3A+ Mono","GSTO1"
"ALDOA.4",1.88217604939531e-18,0.679531599747061,0.931,0.686,2.58121623414073e-14,"FCGR3A+ Mono","ALDOA"
"SERP1.3",1.88397490404203e-18,0.653193704468163,0.862,0.531,2.58368318340324e-14,"FCGR3A+ Mono","SERP1"
"IFI6.5",2.18136152891333e-18,0.502554593955397,0.78,0.377,2.99151920075175e-14,"FCGR3A+ Mono","IFI6"
"POLE4.3",2.19540946178791e-18,0.803028514566633,0.491,0.172,3.01078453589594e-14,"FCGR3A+ Mono","POLE4"
"ZNF706.2",3.36699580908308e-18,0.751910782078656,0.66,0.291,4.61749805257654e-14,"FCGR3A+ Mono","ZNF706"
"FAM45A.1",3.72341046140994e-18,0.564498233257041,0.277,0.072,5.10628510677759e-14,"FCGR3A+ Mono","FAM45A"
"APOBEC3B.1",5.85278763629858e-18,1.07923259267256,0.164,0.03,8.02651296441988e-14,"FCGR3A+ Mono","APOBEC3B"
"COMMD9.3",6.10190614051554e-18,0.580115116500332,0.352,0.106,8.36815408110301e-14,"FCGR3A+ Mono","COMMD9"
"LRRFIP1.4",7.56451896219616e-18,0.636058351635707,0.711,0.333,1.03739813047558e-13,"FCGR3A+ Mono","LRRFIP1"
"PSMB3.2",7.79834348379576e-18,0.725946264989624,0.755,0.357,1.06946482536775e-13,"FCGR3A+ Mono","PSMB3"
"ARHGAP27.1",9.02167088983015e-18,0.529357635768878,0.22,0.05,1.23723194583131e-13,"FCGR3A+ Mono","ARHGAP27"
"LAMTOR4.5",1.01886112925279e-17,0.756175852856379,0.849,0.5,1.39726615265728e-13,"FCGR3A+ Mono","LAMTOR4"
"RHOA.3",1.22265963939474e-17,0.64301370025562,0.874,0.542,1.67675542946595e-13,"FCGR3A+ Mono","RHOA"
"ACAA1",1.50457984917386e-17,0.945083620118712,0.384,0.124,2.06338080515703e-13,"FCGR3A+ Mono","ACAA1"
"LINC00936.3",1.65916944125626e-17,0.623777141704265,0.604,0.257,2.27538497173884e-13,"FCGR3A+ Mono","LINC00936"
"EFHD2.4",1.72918061258749e-17,0.802817253576314,0.484,0.176,2.37139829210248e-13,"FCGR3A+ Mono","EFHD2"
"EIF4EBP1.4",1.81741438454523e-17,0.70800523377196,0.352,0.109,2.49240208696533e-13,"FCGR3A+ Mono","EIF4EBP1"
"C4orf48.5",2.06874284527949e-17,0.636090890010792,0.421,0.144,2.83707393801629e-13,"FCGR3A+ Mono","C4orf48"
"ZYX.4",2.52251738365e-17,0.519620093130331,0.403,0.133,3.45938033993761e-13,"FCGR3A+ Mono","ZYX"
"GNAI2.3",3.65980116857477e-17,0.569426306720931,0.535,0.21,5.01905132258344e-13,"FCGR3A+ Mono","GNAI2"
"CAT.1",6.30035485531905e-17,0.604237706010776,0.377,0.125,8.64030664858455e-13,"FCGR3A+ Mono","CAT"
"MTHFD2",6.61966288938278e-17,0.513804419374791,0.252,0.065,9.07820568649954e-13,"FCGR3A+ Mono","MTHFD2"
"DOK2.3",7.56429514867087e-17,0.564520399723112,0.553,0.22,1.03736743668872e-12,"FCGR3A+ Mono","DOK2"
"LSM6.2",8.83375474463332e-17,1.03442836601812,0.421,0.149,1.21146112567901e-12,"FCGR3A+ Mono","LSM6"
"ARPC5.2",1.04507757641466e-16,0.838621222355736,0.849,0.501,1.43321938829507e-12,"FCGR3A+ Mono","ARPC5"
"WSB1",1.08400727039906e-16,0.636290036630686,0.447,0.165,1.48660757062528e-12,"FCGR3A+ Mono","WSB1"
"FPR1.5",1.35580997113602e-16,0.767359099126759,0.314,0.094,1.85935779441594e-12,"FCGR3A+ Mono","FPR1"
"CHMP4B.3",1.85045548336083e-16,0.620047625151309,0.434,0.159,2.53771464988104e-12,"FCGR3A+ Mono","CHMP4B"
"EPSTI1.3",2.61316841801832e-16,0.832001609978895,0.453,0.162,3.58369916847033e-12,"FCGR3A+ Mono","EPSTI1"
"RNPEP.4",2.80201741346092e-16,0.611848223590082,0.283,0.08,3.8426866808203e-12,"FCGR3A+ Mono","RNPEP"
"PPP1CA.1",2.95085807267543e-16,0.80640946540804,0.836,0.495,4.04680676086708e-12,"FCGR3A+ Mono","PPP1CA"
"ATOX1.5",3.74211887058546e-16,0.520072580464867,0.333,0.105,5.1319418191209e-12,"FCGR3A+ Mono","ATOX1"
"MPC1.1",5.69649105858063e-16,0.617500297003955,0.396,0.14,7.81216783773748e-12,"FCGR3A+ Mono","MPC1"
"MARCKSL1.2",6.95120994902963e-16,0.618756903455867,0.44,0.166,9.53288932409923e-12,"FCGR3A+ Mono","MARCKSL1"
"ENY2.3",9.37535119712366e-16,0.555546126228337,0.465,0.179,1.28573566317354e-11,"FCGR3A+ Mono","ENY2"
"GLRX.3",1.39008391967221e-15,0.606384685283798,0.704,0.351,1.90636108743848e-11,"FCGR3A+ Mono","GLRX"
"CCT5",1.7150766992561e-15,0.586523101960245,0.447,0.169,2.35205618535982e-11,"FCGR3A+ Mono","CCT5"
"COX8A.3",2.45873249183225e-15,0.67873656765323,0.736,0.362,3.37190573929875e-11,"FCGR3A+ Mono","COX8A"
"PGK1",2.78243717764647e-15,0.855680100876182,0.78,0.452,3.81583434542436e-11,"FCGR3A+ Mono","PGK1"
"SH2D3C",3.25292747334481e-15,0.522939279899609,0.157,0.031,4.46106473694507e-11,"FCGR3A+ Mono","SH2D3C"
"TCEB2.4",3.48533796639954e-15,0.626069974080677,0.799,0.468,4.77979248712033e-11,"FCGR3A+ Mono","TCEB2"
"CAPZB.1",3.93958397649933e-15,0.525993507035856,0.849,0.537,5.40274546537118e-11,"FCGR3A+ Mono","CAPZB"
"CMTM6.1",3.96462457310501e-15,0.540406540666849,0.421,0.155,5.43708613955620e-11,"FCGR3A+ Mono","CMTM6"
"COX5B.3",4.24865021137369e-15,0.755121135506879,0.824,0.48,5.82659889987787e-11,"FCGR3A+ Mono","COX5B"
"LTA4H.5",4.42000871477653e-15,0.548661383264293,0.409,0.147,6.06159995144453e-11,"FCGR3A+ Mono","LTA4H"
"LSP1.2",4.79870528995229e-15,0.75177825209539,0.849,0.523,6.58094443464057e-11,"FCGR3A+ Mono","LSP1"
"GLUL.4",5.28926108130818e-15,0.515574583168575,0.333,0.108,7.25369264690604e-11,"FCGR3A+ Mono","GLUL"
"VAMP5.3",6.17459020517656e-15,0.611203165715027,0.497,0.206,8.46783300737914e-11,"FCGR3A+ Mono","VAMP5"
"PSMB9.1",6.43656015251508e-15,0.643779072298762,0.893,0.562,8.82709859315918e-11,"FCGR3A+ Mono","PSMB9"
"VPS29.1",6.48787584863436e-15,0.742399162700065,0.459,0.18,8.89747293881717e-11,"FCGR3A+ Mono","VPS29"
"NCKAP1L.2",9.64287273112128e-15,0.522055897648819,0.302,0.093,1.32242356634597e-10,"FCGR3A+ Mono","NCKAP1L"
"CD55.1",1.08280882836311e-14,0.824202253852987,0.465,0.187,1.48496402721717e-10,"FCGR3A+ Mono","CD55"
"REEP5.2",1.26301936983522e-14,0.875337338875943,0.553,0.242,1.73210476379201e-10,"FCGR3A+ Mono","REEP5"
"TUBA1A.1",1.28916070208833e-14,0.711548305386655,0.78,0.439,1.76795498684393e-10,"FCGR3A+ Mono","TUBA1A"
"RABGAP1L.1",1.36414690380589e-14,0.56292300831479,0.277,0.083,1.87079106387939e-10,"FCGR3A+ Mono","RABGAP1L"
"ATP5B.1",1.57917393566147e-14,0.613209197567296,0.742,0.383,2.16567913536613e-10,"FCGR3A+ Mono","ATP5B"
"SEC11A.2",2.61949154291461e-14,0.565629598259323,0.648,0.308,3.5923707019531e-10,"FCGR3A+ Mono","SEC11A"
"PSME2.3",2.65871813253702e-14,0.644628267807076,0.843,0.533,3.64616604696127e-10,"FCGR3A+ Mono","PSME2"
"M6PR.1",2.77788624728928e-14,0.713928506131126,0.484,0.204,3.80959319953252e-10,"FCGR3A+ Mono","M6PR"
"GNB2.3",3.22649833201052e-14,0.595166406359122,0.56,0.246,4.42481981251923e-10,"FCGR3A+ Mono","GNB2"
"HIGD2A.4",3.39184978524564e-14,0.745020895948114,0.824,0.47,4.65158279548586e-10,"FCGR3A+ Mono","HIGD2A"
"SNX5.1",4.09938158829377e-14,0.882650318440928,0.302,0.096,5.62189191018607e-10,"FCGR3A+ Mono","SNX5"
"MYO1F.4",5.18453256168161e-14,0.589704798243348,0.509,0.22,7.11006795509016e-10,"FCGR3A+ Mono","MYO1F"
"MOB1A.1",7.33610078704699e-14,0.55437059173082,0.447,0.18,1.00607286193562e-09,"FCGR3A+ Mono","MOB1A"
"H2AFY.4",9.219003135628e-14,0.657399602025806,0.604,0.276,1.26429409002002e-09,"FCGR3A+ Mono","H2AFY"
"SLC25A5.4",9.60126833397954e-14,0.604620432675469,0.805,0.485,1.31671793932195e-09,"FCGR3A+ Mono","SLC25A5"
"SCO2.5",1.18056286881225e-13,0.555541519379592,0.34,0.12,1.61902391828912e-09,"FCGR3A+ Mono","SCO2"
"CSK.1",1.3218810530004e-13,0.525996711847152,0.491,0.203,1.81282767608475e-09,"FCGR3A+ Mono","CSK"
"S100A10.3",1.47334223964407e-13,0.530553732578014,0.925,0.622,2.02054154744787e-09,"FCGR3A+ Mono","S100A10"
"COX6B1.4",1.61439536764346e-13,0.674964128616233,0.862,0.551,2.21398180718623e-09,"FCGR3A+ Mono","COX6B1"
"SDCBP.4",1.63258829781972e-13,0.55954514735372,0.516,0.227,2.23893159162996e-09,"FCGR3A+ Mono","SDCBP"
"CLIC1.4",1.67257479079685e-13,0.516534457670341,0.912,0.624,2.2937690680988e-09,"FCGR3A+ Mono","CLIC1"
"DDAH2",2.19340039884338e-13,0.565430173660152,0.22,0.06,3.00802930697381e-09,"FCGR3A+ Mono","DDAH2"
"TPM3.1",5.72404950020718e-13,0.836367776700083,0.78,0.453,7.84996148458413e-09,"FCGR3A+ Mono","TPM3"
"BAX.2",9.61351196547687e-13,0.658868109562355,0.629,0.284,1.3183970309455e-08,"FCGR3A+ Mono","BAX"
"GDI2.3",1.02685234245002e-12,0.587897368687367,0.591,0.285,1.40822530243596e-08,"FCGR3A+ Mono","GDI2"
"LYSMD2.1",1.47026385337161e-12,0.592176351719961,0.447,0.18,2.01631984851383e-08,"FCGR3A+ Mono","LYSMD2"
"NOP10.4",2.13362022089509e-12,0.77353151644679,0.553,0.279,2.92604677093553e-08,"FCGR3A+ Mono","NOP10"
"CD97.3",4.52801322417992e-12,0.615070280719982,0.478,0.208,6.20971733564035e-08,"FCGR3A+ Mono","CD97"
"LAPTM4A.1",3.90828535818683e-11,0.524521278065907,0.453,0.207,5.35982254021741e-07,"FCGR3A+ Mono","LAPTM4A"
"RTN4.2",6.15542103521701e-11,0.956622777877404,0.478,0.225,8.44154440769661e-07,"FCGR3A+ Mono","RTN4"
"ATP1A1.1",6.61145032366794e-11,0.651223956919583,0.421,0.179,9.06694297387821e-07,"FCGR3A+ Mono","ATP1A1"
"ATG16L2.1",9.83314339777185e-11,0.617614201597544,0.195,0.059,1.34851728557043e-06,"FCGR3A+ Mono","ATG16L2"
"TMEM176B.1",1.25333323762874e-10,0.613137630375983,0.189,0.056,1.71882120208405e-06,"FCGR3A+ Mono","TMEM176B"
"NDUFA13.3",1.32330163495628e-10,0.594572800579803,0.717,0.443,1.81477586217905e-06,"FCGR3A+ Mono","NDUFA13"
"PPT1.4",2.1411235038967e-10,0.622426685014145,0.409,0.177,2.93633677324393e-06,"FCGR3A+ Mono","PPT1"
"BRK1.3",2.63854563996365e-10,0.538260230692596,0.824,0.53,3.61850149064615e-06,"FCGR3A+ Mono","BRK1"
"HCLS1.1",3.06158151418161e-10,0.534661111645563,0.673,0.364,4.19865288854866e-06,"FCGR3A+ Mono","HCLS1"
"WDR1.2",3.49837075726206e-10,0.56883459191586,0.509,0.245,4.79766565650919e-06,"FCGR3A+ Mono","WDR1"
"MIDN.4",4.57778207254521e-10,0.516509281793153,0.264,0.097,6.2779703342885e-06,"FCGR3A+ Mono","MIDN"
"MLX.1",8.92581506050644e-10,0.514329260752405,0.283,0.107,1.22408627739785e-05,"FCGR3A+ Mono","MLX"
"GCA.4",8.94377893962116e-10,0.906060335529802,0.302,0.119,1.22654984377965e-05,"FCGR3A+ Mono","GCA"
"PRDX1.1",2.73271959582714e-09,0.736100926348021,0.553,0.289,3.74765165371733e-05,"FCGR3A+ Mono","PRDX1"
"ABRACL.2",3.58067273083453e-09,0.52851305207981,0.522,0.265,4.91053458306647e-05,"FCGR3A+ Mono","ABRACL"
"CCDC12.2",5.64799779137609e-09,1.1972327551135,0.484,0.233,7.74566417109316e-05,"FCGR3A+ Mono","CCDC12"
"NDUFB5",6.20144445657822e-09,0.736783576288592,0.421,0.199,8.50466092775137e-05,"FCGR3A+ Mono","NDUFB5"
"PMVK.1",7.61092165557911e-09,0.637112671212166,0.321,0.134,0.000104376179584612,"FCGR3A+ Mono","PMVK"
"GUSB",9.36162224868562e-09,1.01431073918951,0.22,0.08,0.000128385287518475,"FCGR3A+ Mono","GUSB"
"MT-CO2.1",2.97734215426362e-08,0.631635640271343,0.962,0.908,0.000408312703035713,"FCGR3A+ Mono","MT-CO2"
"MRPL18",3.13188893741066e-08,0.60139215936269,0.396,0.182,0.000429507248876497,"FCGR3A+ Mono","MRPL18"
"RAB5C.1",3.32002648485851e-08,0.523329489745144,0.516,0.264,0.000455308432133495,"FCGR3A+ Mono","RAB5C"
"ZNHIT3.1",4.79003732279483e-08,0.666245433463902,0.352,0.16,0.000656905718448082,"FCGR3A+ Mono","ZNHIT3"
"JKAMP",4.81905283077416e-08,0.565325071338846,0.132,0.039,0.000660884905212369,"FCGR3A+ Mono","JKAMP"
"CYTH4.1",6.82316114696446e-08,0.570436808234149,0.283,0.121,0.000935728319694706,"FCGR3A+ Mono","CYTH4"
"ATP5G3.1",8.962933255549e-08,0.500677437104724,0.698,0.412,0.00122917666666599,"FCGR3A+ Mono","ATP5G3"
"UBE2B",9.12999264374778e-08,0.689617625610494,0.321,0.139,0.00125208719116357,"FCGR3A+ Mono","UBE2B"
"FOSL2",1.05988405468918e-07,0.545123570169027,0.107,0.028,0.00145352499260075,"FCGR3A+ Mono","FOSL2"
"RNF213.2",1.08732870839889e-07,0.546505953006253,0.434,0.213,0.00149116259069823,"FCGR3A+ Mono","RNF213"
"TBCB",2.0898874462406e-07,0.502246880322127,0.535,0.29,0.00286607164377436,"FCGR3A+ Mono","TBCB"
"CALM3.1",2.8257003433932e-07,0.521828355660823,0.61,0.345,0.00387516545092944,"FCGR3A+ Mono","CALM3"
